MERCHANT.ID,MERCHANT.NAME,MERCHANT.PHONE,MERCHANT.EMAIL,MERCHANT.ADDRESS,MERCHANT.POST.CODE,MERCHANT.CITY,MERCHANT.STATE,MERCHANT.COUNTRY,MERCHANT.COUNTRY.CODE,MERCHANT.STATUS,MERCHANT.LOGO,MERCHANT.COVER,MERCHANT.COMMISSION,MERCHANT.TAX.METHOD
685543a321bb01b10405ebd6,"Yojin Ottery St Mary",+447743458940,admin@yojin.co.uk,"Please visit your local supermarket / store","EX11 1QG","Ottery St Mary",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543a3b6526.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543a3b6ece.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543ad21bb01b10405ebfa,"Yojin North Muskham CP",+447743459026,admin@yojin.co.uk,"Please visit your local supermarket / store","NG23 6DU","North Muskham CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543ae07ee6.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543ae0879c.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543ae21bb01b10405ebfb,"Yojin Collingham CP",+447743459027,admin@yojin.co.uk,"Please visit your local supermarket / store","NG23 7QG","Collingham CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543ae48d3e.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543ae495f9.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543ae21bb01b10405ebfc,"Yojin Boothby Graffoe",+447743459028,admin@yojin.co.uk,"Please visit your local supermarket / store","LN5 0AB","Boothby Graffoe",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543ae833c0.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543ae83bed.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543ae21bb01b10405ebfd,"Yojin Blankney",+447743459029,admin@yojin.co.uk,"Please visit your local supermarket / store","LN4 3BE",Blankney,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543aebaa12.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543aebb26d.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543ae21bb01b10405ebfe,"Yojin Tattershall Thorpe",+447743459030,admin@yojin.co.uk,"Please visit your local supermarket / store","LN4 4PD","Tattershall Thorpe",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543aef35be.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543aef3e4c.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543af21bb01b10405ebff,"Yojin Mareham le Fen",+447743459031,admin@yojin.co.uk,"Please visit your local supermarket / store","PE22 7RS","Mareham le Fen",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543af3cd2d.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543af3d68d.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543af21bb01b10405ec00,"Yojin Keal Cotes",+447743459032,admin@yojin.co.uk,"Please visit your local supermarket / store","PE23 4AF","Keal Cotes",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543af7a1b5.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543af7a9f6.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543af21bb01b10405ec01,"Yojin Thorpe St. Peter",+447743459033,admin@yojin.co.uk,"Please visit your local supermarket / store","PE24 4QB","Thorpe St. Peter",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543afba9e8.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543afbb31e.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543af21bb01b10405ec02,"Yojin Croft",+447743459034,admin@yojin.co.uk,"Please visit your local supermarket / store","PE24 4RR",Croft,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b00ed2b.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b00f59f.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b021bb01b10405ec03,"Yojin Bradley",+447743459035,admin@yojin.co.uk,"Please visit your local supermarket / store","LL12 9YF",Bradley,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b059ee2.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b05a78c.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b021bb01b10405ec04,"Yojin Trevalyn",+447743459036,admin@yojin.co.uk,"Please visit your local supermarket / store","LL12 0BL",Trevalyn,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b09a152.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b09a9df.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b021bb01b10405ec05,"Yojin Crewe by Farndon",+447743459037,admin@yojin.co.uk,"Please visit your local supermarket / store","CH3 6NN","Crewe by Farndon",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b0d8d13.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b0d95a6.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b021bb01b10405ec06,"Yojin Acton",+447743459038,admin@yojin.co.uk,"Please visit your local supermarket / store","CW5 6BU",Acton,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b12264b.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b122e6e.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b121bb01b10405ec07,"Yojin Nantwich",+447743459039,admin@yojin.co.uk,"Please visit your local supermarket / store","CW5 6PD",Nantwich,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b17c36a.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b17cbe1.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b121bb01b10405ec08,"Yojin Crewe",+447743459040,admin@yojin.co.uk,"Please visit your local supermarket / store","CW1 6DD",Crewe,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b1b40fd.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b1b498a.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b121bb01b10405ec09,"Yojin Oakhanger",+447743459041,admin@yojin.co.uk,"Please visit your local supermarket / store","CW1 5UX",Oakhanger,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b1eb9e5.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b1ec222.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b221bb01b10405ec0a,"Yojin Kidsgrove",+447743459042,admin@yojin.co.uk,"Please visit your local supermarket / store","ST7 2UG",Kidsgrove,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b23276a.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b233008.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b221bb01b10405ec0b,"Yojin Kidsgrove",+447743459043,admin@yojin.co.uk,"Please visit your local supermarket / store","ST7 4QS",Kidsgrove,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b271e97.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b27271b.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b221bb01b10405ec0c,"Yojin Longsdon",+447743459044,admin@yojin.co.uk,"Please visit your local supermarket / store","ST9 9QF",Longsdon,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b2ab0d2.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b2ab91f.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b221bb01b10405ec0d,"Yojin Bradnop",+447743459045,admin@yojin.co.uk,"Please visit your local supermarket / store","ST13 7LZ",Bradnop,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b2e2e89.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b2e3818.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b321bb01b10405ec0e,"Yojin Carsington CP",+447743459046,admin@yojin.co.uk,"Please visit your local supermarket / store","DE4 4NY","Carsington CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b330eef.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b3316d0.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b321bb01b10405ec0f,"Yojin Wirksworth CP",+447743459047,admin@yojin.co.uk,"Please visit your local supermarket / store","DE4 4GH","Wirksworth CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b38a39c.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b38ad09.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b321bb01b10405ec10,"Yojin Crich CP",+447743459048,admin@yojin.co.uk,"Please visit your local supermarket / store","DE4 5NJ","Crich CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b3c47ee.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b3c5085.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b321bb01b10405ec11,"Yojin South Wingfield CP",+447743459049,admin@yojin.co.uk,"Please visit your local supermarket / store","DE55 1BW","South Wingfield CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b409a71.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b40a2bb.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b421bb01b10405ec12,"Yojin Bolsover",+447743459050,admin@yojin.co.uk,"Please visit your local supermarket / store","DE55 3DE",Bolsover,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b447a46.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b44834b.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b421bb01b10405ec13,"Yojin Nuncargate",+447743459051,admin@yojin.co.uk,"Please visit your local supermarket / store","NG17 9GS",Nuncargate,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b491989.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b4921b3.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b421bb01b10405ec14,"Yojin Newstead CP",+447743459052,admin@yojin.co.uk,"Please visit your local supermarket / store","NG15 9HQ","Newstead CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b4d1fd5.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b4d2892.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b421bb01b10405ec15,"Yojin Ravenshead CP",+447743459053,admin@yojin.co.uk,"Please visit your local supermarket / store","NG21 0NL","Ravenshead CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b51a9e5.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b51b212.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b521bb01b10405ec16,"Yojin Southwell CP",+447743459054,admin@yojin.co.uk,"Please visit your local supermarket / store","NG25 0NJ","Southwell CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b55bec2.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b55c6bd.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b521bb01b10405ec17,"Yojin Upton CP",+447743459055,admin@yojin.co.uk,"Please visit your local supermarket / store","NG23 5TQ","Upton CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b59a149.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b59a9a1.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b521bb01b10405ec18,"Yojin Kelham CP",+447743459056,admin@yojin.co.uk,"Please visit your local supermarket / store","NG24 1WN","Kelham CP",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b5db132.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b5db98b.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b521bb01b10405ec19,"Yojin Coddington",+447743459057,admin@yojin.co.uk,"Please visit your local supermarket / store","NG24 2NY",Coddington,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b627516.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b628273.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
685543b621bb01b10405ec1a,"Yojin Wellingore",+447743459058,admin@yojin.co.uk,"Please visit your local supermarket / store","LN5 0DW",Wellingore,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685543b6683eb.svg,https://cdn-upload.hyperzod.app/public/5564/images/685543b668c68.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
