MERCHANT.ID,MERCHANT.NAME,MERCHANT.PHONE,MERCHANT.EMAIL,MERCHANT.ADDRESS,MERCHANT.POST.CODE,MERCHANT.CITY,MERCHANT.STATE,MERCHANT.COUNTRY,MERCHANT.COUNTRY.CODE,MERCHANT.STATUS,MERCHANT.LOGO,MERCHANT.COVER,MERCHANT.COMMISSION,MERCHANT.TAX.METHOD
6855428a21bb01b10405e7ee,"Yojin Winkfield",+447743458635,admin@yojin.co.uk,"Please visit your local supermarket / store","SL5 9LE",Winkfield,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855428a69cc7.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855428a6a60a.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429521bb01b10405e815,"Yojin Woolavington",+447743458624,admin@yojin.co.uk,"Please visit your local supermarket / store","TA7 8DN",Woolavington,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429551dfc.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429552775.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429521bb01b10405e816,"Yojin Edington",+447743458625,admin@yojin.co.uk,"Please visit your local supermarket / store","TA7 8NX",Edington,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542958a69c.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542958b022.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429521bb01b10405e817,"Yojin Westhay",+447743458626,admin@yojin.co.uk,"Please visit your local supermarket / store","BA6 9TG",Westhay,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554295c7dc3.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554295c8628.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429521bb01b10405e818,"Yojin Pilton",+447743458627,admin@yojin.co.uk,"Please visit your local supermarket / store","BA4 4FA",Pilton,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542961e57b.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542961ee84.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429621bb01b10405e819,"Yojin Prestleigh",+447743458628,admin@yojin.co.uk,"Please visit your local supermarket / store","BA4 4PQ",Prestleigh,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542966ed0a.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542966f573.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429621bb01b10405e81a,"Yojin Witham Friary",+447743458629,admin@yojin.co.uk,"Please visit your local supermarket / store","BA11 5HD","Witham Friary",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554296b7870.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554296b80a5.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429621bb01b10405e81b,"Yojin Winterbourne Stoke",+447743458630,admin@yojin.co.uk,"Please visit your local supermarket / store","SP3 4HF","Winterbourne Stoke",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554297023f0.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429702dad.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429721bb01b10405e81c,"Yojin Amesbury",+447743458631,admin@yojin.co.uk,"Please visit your local supermarket / store","SP4 7YR",Amesbury,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542974049c.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429740ef0.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429721bb01b10405e81d,"Yojin Cholderton",+447743458632,admin@yojin.co.uk,"Please visit your local supermarket / store","SP4 0HL",Cholderton,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542977b375.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542977bbed.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429721bb01b10405e81e,"Yojin Goodworth Clatford",+447743458633,admin@yojin.co.uk,"Please visit your local supermarket / store","SP11 7RN","Goodworth Clatford",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554297b4568.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554297b4dce.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429721bb01b10405e81f,"Yojin Forton",+447743458634,admin@yojin.co.uk,"Please visit your local supermarket / store","SP11 7AP",Forton,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554297eea2f.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554297ef28c.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429821bb01b10405e820,"Yojin Upper Bullington",+447743458635,admin@yojin.co.uk,"Please visit your local supermarket / store","SO21 3FN","Upper Bullington",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429839c5a.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542983a4d6.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429821bb01b10405e821,"Yojin Binsted",+447743458636,admin@yojin.co.uk,"Please visit your local supermarket / store","GU34 4PZ",Binsted,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429882724.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429883028.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429821bb01b10405e822,"Yojin Frensham",+447743458637,admin@yojin.co.uk,"Please visit your local supermarket / store","GU10 3DQ",Frensham,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554298bd6aa.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554298bdf4f.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429821bb01b10405e823,"Yojin Milford",+447743458638,admin@yojin.co.uk,"Please visit your local supermarket / store","GU8 5FD",Milford,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429907b4d.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542990841b.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429921bb01b10405e824,"Yojin Beare Green",+447743458639,admin@yojin.co.uk,"Please visit your local supermarket / store","RH5 4QS","Beare Green",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/685542994ab5c.svg,https://cdn-upload.hyperzod.app/public/5564/images/685542994b3b8.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429921bb01b10405e825,"Yojin Charlwood",+447743458640,admin@yojin.co.uk,"Please visit your local supermarket / store","RH6 0ET",Charlwood,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554299836dd.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429983f87.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429921bb01b10405e826,"Yojin Horley",+447743458641,admin@yojin.co.uk,"Please visit your local supermarket / store","RH6 7GX",Horley,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/68554299c968d.svg,https://cdn-upload.hyperzod.app/public/5564/images/68554299c9ec9.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429921bb01b10405e827,"Yojin Smallfield",+447743458642,admin@yojin.co.uk,"Please visit your local supermarket / store","RH6 9JS",Smallfield,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429a12b45.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429a1342a.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429a21bb01b10405e828,"Yojin Lingfield",+447743458643,admin@yojin.co.uk,"Please visit your local supermarket / store","RH7 6LB",Lingfield,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429a4d98f.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429a4e1ca.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429a21bb01b10405e829,"Yojin Tandridge",+447743458644,admin@yojin.co.uk,"Please visit your local supermarket / store","TN8 5QS",Tandridge,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429a924cd.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429a92d51.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429a21bb01b10405e82a,"Yojin Southborough",+447743458645,admin@yojin.co.uk,"Please visit your local supermarket / store","TN4 0UP",Southborough,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429acc2b7.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429accb68.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429a21bb01b10405e82b,"Yojin Pembury",+447743458646,admin@yojin.co.uk,"Please visit your local supermarket / store","TN11 0PS",Pembury,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429b18060.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429b188c8.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429b21bb01b10405e82c,"Yojin Paddock Wood",+447743458647,admin@yojin.co.uk,"Please visit your local supermarket / store","TN12 6XN","Paddock Wood",,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429b5fc9c.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429b604ed.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429b21bb01b10405e82d,"Yojin Staplehurst",+447743458648,admin@yojin.co.uk,"Please visit your local supermarket / store","TN12 0JJ",Staplehurst,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429bbc22b.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429bbcb59.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429b21bb01b10405e82e,"Yojin Maidstone",+447743458649,admin@yojin.co.uk,"Please visit your local supermarket / store","TN27 9NY",Maidstone,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429c12e81.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429c1383c.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429c21bb01b10405e82f,"Yojin Pluckley",+447743458650,admin@yojin.co.uk,"Please visit your local supermarket / store","TN27 0SU",Pluckley,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429c4f30a.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429c4fb2b.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429c21bb01b10405e830,"Yojin Hothfield",+447743458651,admin@yojin.co.uk,"Please visit your local supermarket / store","TN26 1EU",Hothfield,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429c88da9.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429c895dc.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429c21bb01b10405e831,"Yojin Ashford",+447743458652,admin@yojin.co.uk,"Please visit your local supermarket / store","TN25 4QQ",Ashford,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429ccc388.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429cccc51.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429c21bb01b10405e832,"Yojin Shepherdswell",+447743458653,admin@yojin.co.uk,"Please visit your local supermarket / store","CT15 7JW",Shepherdswell,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429d181c2.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429d189fa.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
6855429d21bb01b10405e833,"Yojin Stogumber",+447743458654,admin@yojin.co.uk,"Please visit your local supermarket / store","TA4 3TN",Stogumber,,"United Kingdom",GB,ACTIVE,https://cdn-upload.hyperzod.app/public/5564/images/6855429d547b3.svg,https://cdn-upload.hyperzod.app/public/5564/images/6855429d54fee.png,"delivery,0,0; pickup,0,0; custom_1,0,0;",inclusive
